"Date","Temperature","Pressure","WindVelocity","WindDirection","Precipitation"
"3/1/2019 6:00","1.8","923.9","3.6","307.9","0.0"
"3/1/2019 7:00","1.7","924.0","2.4","305.1","0.0"
"3/1/2019 8:00","1.6","924.1","1.4","281.6","0.0"
"3/1/2019 9:00","1.5","923.8","1.2","237.7","0.0"
"3/1/2019 10:00","1.7","923.5","1.8","224.8","0.0"
"3/1/2019 11:00","1.5","923.4","1.6","238.9","0.0"
"3/1/2019 12:00","1.5","923.2","1.6","251.3","0.0"
"3/1/2019 13:00","1.6","922.8","1.1","246.0","0.0"
"3/1/2019 14:00","1.6","922.6","1.0","231.6","0.1"
"3/1/2019 15:00","1.5","922.7","1.8","305.0","0.8"
"3/1/2019 16:00","0.9","922.9","2.2","311.4","0.8"
"3/1/2019 17:00","0.4","923.6","2.8","317.7","1.3"
"3/1/2019 18:00","0.4","924.3","3.1","320.3","0.6"
"3/1/2019 19:00","0.1","925.0","2.5","345.5","0.3"
"3/1/2019 20:00","-0.3","925.6","1.5","351.1","0.0"
"3/1/2019 21:00","-0.5","926.0","1.2","6.6","0.0"
"3/1/2019 22:00","-1.0","926.8","1.1","29.6","0.0"
"3/1/2019 23:00","-1.9","927.6","1.3","44.2","0.0"
"3/2/2019 0:00","-2.4","928.7","0.7","10.2",""
"3/2/2019 1:00","-2.6","929.0","0.0","54.0",""
"3/2/2019 2:00","-3.7","930.4","0.5","37.8",""
"3/2/2019 3:00","-4.0","931.0","0.6","51.6",""
"3/2/2019 4:00","-4.5","931.6","0.6","67.8",""
"3/2/2019 5:00","-4.6","931.9","0.1","159.5",""
"3/2/2019 6:00","-4.4","932.2","0.4","131.2",""
"3/2/2019 7:00","-3.8","932.3","0.2","108.2",""
"3/2/2019 8:00","-2.2","931.3","0.5","186.4",""
"3/2/2019 9:00","-1.3","928.2","1.1","311.1",""
"3/2/2019 10:00","-1.3","928.2","1.3","311.3","0.0"
"3/2/2019 11:00","-0.9","928.2","0.6","269.7",""
"3/2/2019 12:00","-0.4","927.7","1.2","260.7","0.0"
"3/2/2019 13:00","0.0","927.2","0.9","263.7","0.0"
"3/2/2019 14:00","-0.6","927.7","1.9","323.9","0.0"
"3/2/2019 15:00","-1.4","929.1","1.5","323.3","0.0"
"3/2/2019 16:00","-1.6","929.8","1.0","250.9","0.0"
"3/2/2019 17:00","-1.8","930.2","0.8","237.3","0.0"
"3/2/2019 18:00","-1.9","930.8","0.9","233.3","0.0"
"3/2/2019 19:00","-2.0","931.4","0.8","229.8","0.0"
"3/2/2019 20:00","-2.0","931.7","0.8","195.8","0.0"
"3/2/2019 21:00","-2.0","931.8","1.2","172.0","0.0"
"3/2/2019 22:00","-1.9","931.8","1.6","170.6","0.0"
"3/2/2019 23:00","-1.9","931.8","2.1","163.9","0.0"
"3/3/2019 0:00","-2.0","931.5","2.4","161.7","0.0"
"3/3/2019 1:00","-1.1","931.0","1.9","164.7","0.0"
"3/3/2019 2:00","-1.7","930.7","2.9","165.0","0.0"
"3/3/2019 3:00","-1.8","930.5","3.2","164.9","0.0"
"3/3/2019 4:00","-1.6","930.3","3.0","170.9","0.0"
"3/3/2019 5:00","-1.4","930.1","3.4","165.8","0.0"
"3/3/2019 6:00","-1.3","930.1","3.4","167.2","0.0"
"3/3/2019 7:00","-0.9","929.8","3.8","162.2","0.0"
"3/3/2019 8:00","-0.3","929.4","3.8","169.9","0.0"
"3/3/2019 9:00","0.2","929.0","3.6","169.0","0.0"
"3/3/2019 10:00","0.4","928.7","3.4","170.3","0.0"
"3/3/2019 11:00","0.4","928.6","3.5","168.8","0.0"
"3/3/2019 12:00","1.0","928.1","3.0","174.4","0.0"
"3/3/2019 13:00","1.7","927.0","3.5","180.2","0.0"
"3/3/2019 14:00","1.8","926.5","4.0","178.8","0.0"
"3/3/2019 15:00","2.3","926.2","3.8","176.4","0.0"
"3/3/2019 16:00","2.5","925.7","4.0","185.3","0.0"
"3/3/2019 17:00","2.5","925.9","4.3","188.9","0.0"
"3/3/2019 18:00","2.8","925.9","4.5","191.1","0.0"
"3/3/2019 19:00","3.0","925.5","4.5","195.6","0.0"
"3/3/2019 20:00","3.1","925.1","4.6","192.3","0.0"
"3/3/2019 21:00","3.4","924.6","4.6","201.1","0.0"
"3/3/2019 22:00","3.7","924.0","4.8","204.3","0.0"
"3/3/2019 23:00","3.5","923.4","4.2","194.6","0.0"
"3/4/2019 0:00","3.4","922.8","4.1","193.7","0.0"
"3/4/2019 1:00","3.8","922.7","4.3","197.7","0.0"
"3/4/2019 2:00","3.9","921.9","3.9","194.1","0.0"
"3/4/2019 3:00","3.7","921.2","4.0","187.2","0.0"
"3/4/2019 4:00","3.8","921.2","3.8","181.2","0.0"
"3/4/2019 5:00","3.7","920.6","4.1","180.6","0.0"
"3/4/2019 6:00","3.8","920.3","4.1","189.4","0.0"
"3/4/2019 7:00","3.6","919.8","4.0","185.2","0.0"
"3/4/2019 8:00","4.3","919.5","3.8","186.7","0.0"
"3/4/2019 9:00","5.6","917.9","3.9","175.9","0.0"
"3/4/2019 10:00","7.1","916.4","4.6","195.2","0.0"
"3/4/2019 11:00","8.6","914.7","4.5","200.7","0.0"
"3/4/2019 12:00","9.0","913.4","4.7","200.4","0.0"
"3/4/2019 13:00","9.4","912.9","4.8","181.2","0.0"
"3/4/2019 14:00","10.4","911.8","3.7","167.6","0.0"
"3/4/2019 15:00","10.7","910.0","4.7","191.1","0.0"
"3/4/2019 16:00","10.2","910.3","4.8","198.3","0.0"
"3/4/2019 17:00","9.3","910.9","4.2","209.7","0.0"
"3/4/2019 18:00","8.8","911.9","3.3","223.7","0.0"
"3/4/2019 19:00","7.8","911.8","3.1","202.4","0.0"
"3/4/2019 20:00","4.0","913.9","4.7","287.4","0.4"
"3/4/2019 21:00","3.0","914.7","2.6","224.2","0.0"
"3/4/2019 22:00","3.0","914.9","3.0","197.2","0.0"
"3/4/2019 23:00","3.0","915.1","3.1","191.4","0.0"
"3/5/2019 0:00","3.0","915.3","3.0","200.2","0.0"
"3/5/2019 1:00","3.1","915.6","2.8","220.0","0.0"
"3/5/2019 2:00","2.4","916.5","4.3","271.0","0.3"
"3/5/2019 3:00","-0.3","918.7","2.3","268.8","1.2"
"3/5/2019 4:00","-0.3","920.0","3.7","247.9","0.8"
"3/5/2019 5:00","-0.5","920.5","4.2","244.1","0.4"
"3/5/2019 6:00","-0.3","921.1","4.6","228.2","0.0"
"3/5/2019 7:00","0.3","921.8","4.2","222.4","0.0"
"3/5/2019 8:00","0.9","921.7","3.9","212.4","0.0"
"3/5/2019 9:00","1.4","922.0","4.8","240.0","0.0"
"3/5/2019 10:00","1.7","922.0","5.1","230.9","0.0"
"3/5/2019 11:00","1.9","922.1","4.2","222.4","0.0"
"3/5/2019 12:00","1.7","921.9","3.2","232.8","0.0"
"3/5/2019 13:00","1.1","921.9","4.1","221.3","0.0"
"3/5/2019 14:00","2.9","920.6","5.1","229.1","0.0"
"3/5/2019 15:00","3.0","920.9","5.2","232.5","0.0"
"3/5/2019 16:00","2.1","921.5","3.4","208.9","0.1"
"3/5/2019 17:00","2.3","922.1","3.5","212.5","0.0"
"3/5/2019 18:00","2.5","922.6","4.0","208.3","0.0"
"3/5/2019 19:00","2.7","922.6","4.2","207.8","0.0"
"3/5/2019 20:00","1.5","923.4","4.0","249.7","0.2"
"3/5/2019 21:00","-0.4","925.1","1.8","291.5","1.6"
"3/5/2019 22:00","-0.8","925.9","0.0","265.1","1.5"
"3/5/2019 23:00","-0.5","926.8","0.0","291.8","1.1"
"3/6/2019 0:00","-0.3","927.4","0.0","257.3","0.1"
"3/6/2019 1:00","-0.4","927.9","0.0","225.6","0.0"
"3/6/2019 2:00","-0.5","928.4","0.0","271.6","0.0"
"3/6/2019 3:00","-0.5","928.9","0.0","316.5","0.0"
"3/6/2019 4:00","-0.6","929.4","0.0","283.6","0.0"
"3/6/2019 5:00","-0.6","930.1","0.0","176.8","0.0"
"3/6/2019 6:00","-0.7","930.8","0.0","165.0","0.0"
"3/6/2019 7:00","-0.3","931.3","0.2","153.4","0.0"
"3/6/2019 8:00","0.7","930.9","1.2","157.4","0.0"
"3/6/2019 9:00","1.4","929.7","1.6","176.7","0.0"
"3/6/2019 10:00","1.9","929.1","2.2","178.9","0.0"
"3/6/2019 11:00","2.9","928.4","2.9","194.7","0.0"
"3/6/2019 12:00","3.8","927.6","3.4","201.4","0.0"
"3/6/2019 13:00","4.8","926.6","3.4","205.2","0.0"
"3/6/2019 14:00","5.7","925.9","3.2","193.1","0.0"
"3/6/2019 15:00","6.1","925.4","3.2","185.3","0.0"
"3/6/2019 16:00","5.5","925.7","2.9","188.9","0.0"
"3/6/2019 17:00","4.4","926.8","3.1","183.3","0.0"
"3/6/2019 18:00","4.3","927.2","3.6","181.6","0.0"
"3/6/2019 19:00","4.3","926.5","4.3","183.3","0.0"
"3/6/2019 20:00","4.1","925.9","5.3","187.9","0.0"
"3/6/2019 21:00","4.2","925.3","4.5","190.8","0.0"
"3/6/2019 22:00","5.1","924.7","4.7","191.6","0.0"
"3/6/2019 23:00","5.5","923.8","4.9","202.6","0.0"
"3/7/2019 0:00","5.6","922.5","5.6","198.8","0.0"
"3/7/2019 1:00","5.3","921.6","6.8","191.2",""
"3/7/2019 2:00","","","","",""
"3/7/2019 3:00","4.5","921.9","7.5","181.2",""
"3/7/2019 4:00","4.5","921.7","6.6","188.8",""
"3/7/2019 5:00","","","","",""
"3/7/2019 6:00","","","","",""
"3/7/2019 7:00","4.5","920.7","6.0","188.3",""
"3/7/2019 8:00","4.8","919.9","5.4","181.6","0.0"
"3/7/2019 9:00","5.7","918.5","5.6","180.1","0.0"
"3/7/2019 10:00","6.7","917.6","5.6","180.0","0.0"
"3/7/2019 11:00","7.3","916.9","5.1","184.2","0.0"
"3/7/2019 12:00","7.3","916.5","5.8","188.3","0.0"
"3/7/2019 13:00","7.8","916.6","5.7","189.8","0.0"
"3/7/2019 14:00","8.7","916.0","5.6","198.4","0.0"
"3/7/2019 15:00","9.4","916.1","4.8","187.1","0.0"
"3/7/2019 16:00","9.3","916.3","4.2","190.5","0.0"
"3/7/2019 17:00","8.5","917.5","3.9","186.1","0.0"
"3/7/2019 18:00","8.1","918.5","4.3","189.2","0.0"
"3/7/2019 19:00","8.4","919.0","4.2","199.6","0.0"
"3/7/2019 20:00","8.1","919.8","3.6","223.2","0.4"
"3/7/2019 21:00","7.1","921.1","4.6","226.7","0.0"
"3/7/2019 22:00","6.9","921.9","3.4","210.4","0.0"
"3/7/2019 23:00","6.1","922.9","2.0","207.1","0.0"
"3/8/2019 0:00","5.3","923.7","2.4","183.8","0.0"
"3/8/2019 1:00","4.9","924.5","2.4","167.6","0.0"
"3/8/2019 2:00","5.2","924.8","2.1","172.4","0.0"
"3/8/2019 3:00","4.8","924.6","2.3","170.5","0.0"
"3/8/2019 4:00","4.1","924.7","3.6","180.6","0.0"
"3/8/2019 5:00","3.9","924.9","4.4","167.8","0.0"
"3/8/2019 6:00","3.8","925.4","3.5","184.5","0.0"
"3/8/2019 7:00","4.1","925.6","3.8","190.0","0.0"
"3/8/2019 8:00","4.9","925.0","4.2","189.0","0.0"
"3/8/2019 9:00","6.2","923.4","4.7","207.1","0.0"
"3/8/2019 10:00","7.5","922.9","6.3","228.6","0.0"
"3/8/2019 11:00","8.0","922.6","6.8","229.4","0.0"
"3/8/2019 12:00","7.7","923.4","5.8","222.7","0.0"
"3/8/2019 13:00","8.1","923.7","5.6","239.0","0.0"
"3/8/2019 14:00","7.4","924.6","4.8","242.9","0.0"
"3/8/2019 15:00","7.1","925.1","4.5","230.1","0.0"
"3/8/2019 16:00","7.2","925.7","6.0","232.1","0.0"
"3/8/2019 17:00","6.8","926.3","5.1","224.8","0.0"
"3/8/2019 18:00","6.1","927.5","4.6","234.9","0.0"
"3/8/2019 19:00","5.9","928.6","3.9","257.7","0.0"
"3/8/2019 20:00","5.4","929.4","2.8","240.3","0.0"
"3/8/2019 21:00","5.2","929.8","3.4","240.6","0.0"
"3/8/2019 22:00","4.7","930.5","3.0","261.3","0.0"
"3/8/2019 23:00","4.2","931.0","3.2","277.1","0.0"
"3/9/2019 0:00","3.3","931.5","3.0","283.4","0.0"
"3/9/2019 1:00","2.6","931.9","2.9","225.6","0.0"
"3/9/2019 2:00","1.9","932.3","2.5","218.7","0.0"
"3/9/2019 3:00","1.3","932.6","1.9","206.3","0.0"
"3/9/2019 4:00","0.7","932.4","2.6","183.2","0.0"
"3/9/2019 5:00","0.6","932.4","3.5","190.1","0.0"
"3/9/2019 6:00","0.8","931.9","3.9","194.3","0.0"
"3/9/2019 7:00","1.0","931.3","4.1","193.8","0.0"
"3/9/2019 8:00","1.6","930.0","5.0","199.2","0.0"
"3/9/2019 9:00","3.0","928.8","5.1","200.1","0.0"
"3/9/2019 10:00","4.2","927.2","6.3","204.9","0.0"
"3/9/2019 11:00","4.2","926.3","6.3","206.2","0.0"
"3/9/2019 12:00","3.4","926.3","6.3","215.8","0.1"
"3/9/2019 13:00","2.3","927.2","5.8","210.3","0.0"
"3/9/2019 14:00","2.1","927.5","4.8","209.2","0.0"
"3/9/2019 15:00","2.4","927.1","3.8","184.2","0.0"
"3/9/2019 16:00","2.6","926.3","4.5","189.8","0.0"
"3/9/2019 17:00","2.8","925.8","4.8","195.8","0.0"
"3/9/2019 18:00","3.2","925.4","5.3","203.3","0.0"
"3/9/2019 19:00","3.4","924.6","5.1","210.7","0.0"
"3/9/2019 20:00","3.4","924.4","5.0","214.1","0.0"
"3/9/2019 21:00","3.4","923.8","4.8","211.7","0.0"
"3/9/2019 22:00","2.3","922.9","4.4","208.8","1.1"
"3/9/2019 23:00","2.4","922.5","6.0","217.1","0.4"
"3/10/2019 0:00","3.3","922.8","6.9","256.5","0.1"
"3/10/2019 1:00","2.8","923.8","6.5","267.1","0.0"
"3/10/2019 2:00","1.9","925.2","5.4","271.4","0.0"
"3/10/2019 3:00","1.0","926.6","3.5","275.1","0.0"
"3/10/2019 4:00","0.3","927.4","3.7","255.9","0.0"
"3/10/2019 5:00","0.4","927.8","4.5","258.2","0.0"
"3/10/2019 6:00","0.7","927.6","4.6","250.9","0.0"
"3/10/2019 7:00","1.3","927.1","4.4","228.6","0.0"
"3/10/2019 8:00","2.5","926.2","3.8","251.1","0.0"
"3/10/2019 9:00","3.0","924.9","4.0","251.2","0.0"
"3/10/2019 10:00","3.3","923.4","3.1","228.9","0.0"
"3/10/2019 11:00","1.8","923.5","3.8","204.6","0.1"
"3/10/2019 12:00","0.1","923.8","3.5","193.0","1.0"
"3/10/2019 13:00","0.5","922.5","4.1","195.5","1.5"
"3/10/2019 14:00","0.9","920.6","4.8","190.1","0.0"
"3/10/2019 15:00","1.3","918.7","5.3","196.4","0.0"
"3/10/2019 16:00","1.7","917.8","5.7","194.4","0.2"
"3/10/2019 17:00","2.2","916.9","4.8","196.4","0.6"
"3/10/2019 18:00","2.7","916.9","3.7","207.6","6.1"
"3/10/2019 19:00","3.2","916.1","3.5","202.0","0.4"
"3/10/2019 20:00","4.7","916.0","6.1","256.8","0.1"
"3/10/2019 21:00","5.6","915.9","6.4","259.3","0.0"
"3/10/2019 22:00","5.1","916.4","6.4","261.9","0.0"
"3/10/2019 23:00","5.4","916.6","7.7","253.5","0.0"
"3/11/2019 0:00","5.1","916.7","7.3","270.2","0.0"
"3/11/2019 1:00","4.1","917.6","8.9","273.5","0.0"
"3/11/2019 2:00","2.2","920.5","7.4","282.2",""
"3/11/2019 3:00","","","","",""
"3/11/2019 4:00","-1.1","925.9","6.0","310.8",""
"3/11/2019 5:00","-1.3","926.0","3.8","296.9",""
"3/11/2019 6:00","-1.1","926.4","3.3","272.6","0.0"
"3/11/2019 7:00","-0.9","926.7","4.2","271.2","0.1"
"3/11/2019 8:00","-0.6","927.1","4.0","267.7","0.0"
"3/11/2019 9:00","-0.3","926.7","3.9","262.1","0.0"
"3/11/2019 10:00","0.1","926.2","3.8","259.9","0.0"
"3/11/2019 11:00","1.5","924.9","4.2","258.6","0.0"
"3/11/2019 12:00","2.0","922.9","4.4","255.6","0.0"
"3/11/2019 13:00","1.1","923.5","3.3","242.5","0.0"
"3/11/2019 14:00","1.2","923.5","3.7","227.7","0.0"
"3/11/2019 15:00","-0.4","924.1","2.2","217.2","0.0"
"3/11/2019 16:00","-1.2","925.3","3.8","275.8","0.3"
"3/11/2019 17:00","-1.4","926.4","3.1","278.2","0.6"
"3/11/2019 18:00","-2.2","927.8","3.7","318.3","1.1"
"3/11/2019 19:00","-2.5","928.9","2.6","291.5","0.7"
"3/11/2019 20:00","-2.8","929.5","1.7","246.5","0.5"
"3/11/2019 21:00","-2.7","929.8","1.5","286.7","0.2"
"3/11/2019 22:00","-2.7","929.9","1.8","247.1","0.1"
"3/11/2019 23:00","-2.9","929.8","2.5","234.6","0.1"
"3/12/2019 0:00","-2.7","930.0","2.3","269.9","0.6"
"3/12/2019 1:00","-2.6","930.3","2.9","292.7","0.6"
"3/12/2019 2:00","-2.6","930.9","4.2","307.3","0.3"
"3/12/2019 3:00","-2.6","931.7","3.7","316.7","0.2"
"3/12/2019 4:00","-2.6","932.6","3.1","318.6","0.6"
"3/12/2019 5:00","-2.9","933.5","3.0","318.1","0.0"
"3/12/2019 6:00","-3.2","934.2","3.1","324.7","0.0"
"3/12/2019 7:00","-3.3","935.0","3.4","324.7","0.0"
"3/12/2019 8:00","-3.1","935.7","3.1","316.2","0.1"
"3/12/2019 9:00","-2.9","935.6","3.1","320.2","0.0"
"3/12/2019 10:00","-2.2","935.5","2.6","308.9","0.0"
"3/12/2019 11:00","-1.4","935.2","2.1","293.8","0.0"
"3/12/2019 12:00","-0.8","934.5","2.5","298.6","0.0"
"3/12/2019 13:00","0.0","933.8","1.6","262.3","0.0"
"3/12/2019 14:00","0.8","932.6","1.9","253.0","0.0"
"3/12/2019 15:00","0.6","932.2","0.9","235.0","0.0"
"3/12/2019 16:00","-0.3","932.8","1.0","167.6","0.0"
"3/12/2019 17:00","-0.3","933.2","1.1","201.2","0.0"
"3/12/2019 18:00","-1.2","933.7","1.7","185.8","0.0"
"3/12/2019 19:00","-1.9","934.5","2.5","186.9","0.0"
"3/12/2019 20:00","-2.0","934.4","2.6","185.7","0.0"
"3/12/2019 21:00","-2.3","933.6","3.1","180.7","0.0"
"3/12/2019 22:00","-2.2","932.4","3.5","185.8","0.0"
"3/12/2019 23:00","-2.0","931.0","4.2","189.9","0.0"
"3/13/2019 0:00","-2.0","930.0","4.3","188.3","0.0"
"3/13/2019 1:00","-1.8","929.0","5.0","186.6","0.0"
"3/13/2019 2:00","-2.0","928.0","5.3","183.7","0.0"
"3/13/2019 3:00","-1.7","926.6","6.2","185.8","0.0"
"3/13/2019 4:00","-1.4","926.0","6.6","186.0","0.0"
"3/13/2019 5:00","-1.1","925.7","7.1","183.8","0.0"
"3/13/2019 6:00","-0.7","925.5","6.5","187.8","0.0"
"3/13/2019 7:00","-0.4","925.2","6.0","185.3","0.0"
"3/13/2019 8:00","0.2","924.4","6.5","195.4","0.0"
"3/13/2019 9:00","0.8","924.7","6.2","203.7","0.0"
"3/13/2019 10:00","-0.2","925.7","5.5","199.9","0.0"
"3/13/2019 11:00","-0.9","926.1","5.0","198.4","0.0"
"3/13/2019 12:00","-0.2","925.8","4.2","197.5","0.0"
"3/13/2019 13:00","0.6","924.8","3.9","194.9","0.0"
"3/13/2019 14:00","1.1","924.5","3.7","188.0","0.0"
"3/13/2019 15:00","1.0","924.2","3.1","189.5","0.0"
"3/13/2019 16:00","0.8","924.6","3.4","189.7","0.0"
"3/13/2019 17:00","0.6","925.0","3.4","185.3","0.0"
"3/13/2019 18:00","0.5","925.3","4.0","189.2","0.0"
"3/13/2019 19:00","0.3","925.4","4.2","197.0","0.0"
"3/13/2019 20:00","0.4","925.6","4.2","204.9","0.0"
"3/13/2019 21:00","0.4","925.2","4.5","207.1","0.0"
"3/13/2019 22:00","0.4","925.2","4.3","199.0","0.0"
"3/13/2019 23:00","0.4","924.8","3.9","190.8","0.0"
"3/14/2019 0:00","0.3","924.4","3.8","188.0","0.0"
"3/14/2019 1:00","0.1","923.9","3.9","198.0","0.0"
"3/14/2019 2:00","-0.2","923.7","4.4","201.7","0.0"
"3/14/2019 3:00","-0.3","923.9","4.6","198.3",""
"3/14/2019 4:00","-0.5","923.6","3.9","202.2","0.0"
"3/14/2019 5:00","-0.7","923.3","3.9","203.3","0.0"
"3/14/2019 6:00","-0.6","923.1","4.1","201.8","0.0"
"3/14/2019 7:00","-0.3","923.2","4.1","209.0","0.0"
"3/14/2019 8:00","0.0","922.9","3.7","208.1","0.1"
"3/14/2019 9:00","0.6","922.6","2.9","218.3","0.0"
"3/14/2019 10:00","0.9","922.0","3.3","223.7","0.1"
"3/14/2019 11:00","0.3","922.3","2.8","220.4","0.1"
"3/14/2019 12:00","1.0","921.8","3.2","221.0","0.0"
"3/14/2019 13:00","1.6","921.0","3.3","216.1","0.0"
"3/14/2019 14:00","1.7","920.0","3.6","193.3","0.0"
"3/14/2019 15:00","1.8","919.5","3.1","200.8","0.0"
"3/14/2019 16:00","1.7","918.9","4.0","195.7","0.0"
"3/14/2019 17:00","1.0","918.9","3.9","197.0","0.0"
"3/14/2019 18:00","0.6","918.8","3.9","187.6","0.0"
"3/14/2019 19:00","0.8","918.1","4.2","199.9","0.0"
"3/14/2019 20:00","0.3","917.7","4.5","206.1","0.0"
"3/14/2019 21:00","0.2","917.1","5.3","197.9","0.0"
"3/14/2019 22:00","-0.1","916.5","5.2","196.1","0.0"
"3/14/2019 23:00","-0.3","915.9","5.0","199.8","0.0"
"3/15/2019 0:00","-0.3","915.5","5.7","199.6","0.0"
"3/15/2019 1:00","-0.4","915.4","5.4","198.3","0.0"
"3/15/2019 2:00","-0.5","915.3","4.6","194.3","0.6"
"3/15/2019 3:00","-0.5","915.3","3.5","197.8","0.5"
"3/15/2019 4:00","-0.6","915.9","2.6","191.4","0.6"
"3/15/2019 5:00","-0.5","916.8","2.7","219.9","1.4"
"3/15/2019 6:00","-0.2","917.6","2.5","288.0","2.3"
"3/15/2019 7:00","0.0","918.5","2.2","268.5","3.0"
"3/15/2019 8:00","0.3","919.5","3.1","292.6","0.8"
"3/15/2019 9:00","1.1","919.6","2.5","241.3","0.1"
"3/15/2019 10:00","1.3","919.5","3.1","238.3","0.0"
"3/15/2019 11:00","1.4","919.9","3.8","255.6","0.0"
"3/15/2019 12:00","2.0","919.9","2.8","257.7","0.1"
"3/15/2019 13:00","3.0","918.7","2.8","269.1","0.0"
"3/15/2019 14:00","3.6","918.4","3.7","245.6","0.0"
"3/15/2019 15:00","3.9","917.5","3.8","237.5","0.0"
"3/15/2019 16:00","3.0","918.0","3.4","204.9","0.0"
"3/15/2019 17:00","2.5","918.5","3.8","208.2","0.0"
"3/15/2019 18:00","2.1","918.7","4.3","204.9","0.0"
"3/15/2019 19:00","2.2","918.5","4.6","210.5","0.0"
"3/15/2019 20:00","1.4","918.6","4.5","202.1","0.3"
"3/15/2019 21:00","1.2","918.2","4.8","196.8","0.0"
"3/15/2019 22:00","1.6","917.2","4.8","194.5","0.2"
"3/15/2019 23:00","1.9","916.0","5.7","198.3","0.9"
"3/16/2019 0:00","2.5","915.6","5.0","212.3","6.2"
"3/16/2019 1:00","1.9","917.2","7.0","315.7","1.3"
"3/16/2019 2:00","1.1","918.2","5.9","262.0","0.1"
"3/16/2019 3:00","1.2","918.2","4.0","263.7","0.0"
"3/16/2019 4:00","1.4","918.7","3.8","269.2","0.0"
"3/16/2019 5:00","1.5","919.3","4.4","286.7","0.0"
"3/16/2019 6:00","1.4","919.9","4.2","289.1","0.0"
"3/16/2019 7:00","1.6","920.6","4.4","289.5","0.0"
"3/16/2019 8:00","1.7","921.2","4.2","289.8","0.0"
"3/16/2019 9:00","2.0","921.7","4.2","287.5","0.0"
"3/16/2019 10:00","2.3","922.2","4.3","297.4","0.0"
"3/16/2019 11:00","2.7","922.3","3.6","294.8","0.0"
"3/16/2019 12:00","3.7","921.9","3.5","283.8","0.0"
"3/16/2019 13:00","3.9","921.4","3.3","266.9","0.0"
"3/16/2019 14:00","3.9","922.0","3.9","250.2","0.0"
"3/16/2019 15:00","3.6","922.6","3.3","260.8","0.0"
"3/16/2019 16:00","2.9","923.0","3.8","250.5","0.0"
"3/16/2019 17:00","2.6","923.8","3.1","235.7","0.0"
"3/16/2019 18:00","2.0","924.5","3.2","234.0","0.0"
"3/16/2019 19:00","1.2","925.0","2.6","183.5","0.0"
"3/16/2019 20:00","1.3","925.0","2.9","172.5","0.1"
"3/16/2019 21:00","1.7","925.0","2.8","176.6","0.0"
"3/16/2019 22:00","1.9","925.0","3.1","170.4","0.0"
"3/16/2019 23:00","2.3","924.9","3.1","169.4","0.0"
"3/17/2019 0:00","2.7","924.6","3.2","165.4","0.0"
"3/17/2019 1:00","2.6","924.1","3.7","162.8","0.0"
"3/17/2019 2:00","2.8","923.4","4.0","169.8","0.0"
"3/17/2019 3:00","2.9","923.2","3.9","178.9","0.0"
"3/17/2019 4:00","3.0","922.8","4.2","189.6","0.0"
"3/17/2019 5:00","2.8","922.7","4.1","187.1","0.0"
"3/17/2019 6:00","2.7","922.8","4.3","183.2","0.0"
"3/17/2019 7:00","3.0","923.1","4.4","171.9","0.0"
"3/17/2019 8:00","4.6","922.2","4.2","174.7","0.0"
"3/17/2019 9:00","6.8","920.6","4.6","184.3","0.0"
"3/17/2019 10:00","8.8","919.9","4.1","191.4","0.0"
"3/17/2019 11:00","10.3","918.8","3.5","186.8","0.0"
"3/17/2019 12:00","11.5","917.2","3.6","182.8","0.0"
"3/17/2019 13:00","12.1","916.5","3.6","180.6","0.0"
"3/17/2019 14:00","13.6","916.2","4.1","188.3","0.0"
"3/17/2019 15:00","14.1","916.1","4.4","196.9","0.0"
"3/17/2019 16:00","14.2","916.4","3.6","197.1","0.0"
"3/17/2019 17:00","12.9","916.5","3.3","176.8","0.0"
"3/17/2019 18:00","11.8","917.3","3.5","161.5","0.0"
"3/17/2019 19:00","10.9","918.2","3.4","178.9","0.0"
"3/17/2019 20:00","10.9","918.0","3.2","171.6","0.0"
"3/17/2019 21:00","10.3","917.6","2.9","193.8","0.0"
"3/17/2019 22:00","10.0","917.5","3.3","191.2","0.0"
"3/17/2019 23:00","9.0","918.1","4.3","227.2","0.0"
"3/18/2019 0:00","4.1","920.6","3.3","317.4","0.0"
"3/18/2019 1:00","3.0","922.7","2.6","337.0","0.0"
"3/18/2019 2:00","1.4","924.3","2.7","324.2","0.6"
"3/18/2019 3:00","0.8","925.5","2.7","322.6","0.6"
"3/18/2019 4:00","0.2","926.4","2.3","341.3","0.3"
"3/18/2019 5:00","0.1","927.2","1.4","329.8","0.0"
"3/18/2019 6:00","0.1","927.8","0.5","136.1","0.1"
"3/18/2019 7:00","0.4","927.8","0.4","136.6","0.0"
"3/18/2019 8:00","0.6","928.1","1.2","197.1","0.0"
"3/18/2019 9:00","0.8","928.3","1.6","205.8","0.0"
"3/18/2019 10:00","1.6","928.4","2.0","241.4","0.0"
"3/18/2019 11:00","2.7","927.5","2.6","262.3","0.0"
"3/18/2019 12:00","2.7","927.7","2.8","258.3","0.0"
"3/18/2019 13:00","3.3","927.6","2.7","273.0","0.0"
"3/18/2019 14:00","3.5","927.3","3.5","282.8","0.0"
"3/18/2019 15:00","3.1","927.6","3.9","295.5","0.0"
"3/18/2019 16:00","2.6","928.8","3.0","288.5","0.0"
"3/18/2019 17:00","2.2","930.0","2.3","287.1","0.0"
"3/18/2019 18:00","1.6","931.5","1.4","292.5","0.0"
"3/18/2019 19:00","1.4","932.4","1.8","290.6",""
"3/18/2019 20:00","1.2","933.5","1.9","256.3",""
